city,sector,sqft,bhk,floor,total_floors,age_years,amenities_score,dist_metro_km,dist_cyber_city_km,parking_spaces,furnishing,property_type,price_inr
Gurgaon,Sector 56-57,1204,4,6,15,9,3.6,0.9,14.3,0,Fully Furnished,Apartment,5120000.0
Gurgaon,Manesar,734,2,13,20,2,3.9,8.1,9.3,0,Unfurnished,Apartment,2896000.0
Gurgaon,Palam Vihar,1207,2,6,30,16,3.3,2.3,11.7,0,Unfurnished,Villa,7531000.0
Gurgaon,Sector 29,1206,2,1,25,2,5.6,3.8,10.5,2,Semi-Furnished,Apartment,11500000.0
Gurgaon,Sohna Road,1300,3,1,5,2,4.9,0.2,8.5,1,Unfurnished,Apartment,8981000.0
Gurgaon,New Gurgaon,1037,1,1,40,8,8.3,3.7,9.9,3,Semi-Furnished,Apartment,5018000.0
Gurgaon,Palam Vihar,887,2,2,40,0,4.8,1.5,8.2,0,Semi-Furnished,Apartment,4148000.0
Gurgaon,Sohna Road,1284,1,2,15,3,7.6,6.0,8.4,1,Fully Furnished,Apartment,8235000.0
Gurgaon,Palam Vihar,674,1,4,5,20,5.0,1.8,13.2,1,Fully Furnished,Apartment,2694000.0
Gurgaon,Sector 29,1560,3,35,40,1,7.0,4.8,9.5,1,Semi-Furnished,Villa,18473000.0
Gurgaon,DLF Phase 1-3,1501,3,5,10,2,9.7,0.4,3.3,0,Fully Furnished,Apartment,22862000.0
Gurgaon,Sohna Road,1210,3,3,15,1,4.0,4.9,6.2,1,Semi-Furnished,Apartment,7466000.0
Gurgaon,Golf Course Road,2401,5,11,30,20,6.4,1.3,2.1,1,Semi-Furnished,Builder Floor,36169000.0
Gurgaon,Sector 29,993,2,7,30,1,7.7,3.8,5.0,1,Fully Furnished,Builder Floor,11990000.0
Gurgaon,Sector 29,1388,3,4,30,2,4.3,0.3,12.7,0,Semi-Furnished,Apartment,12257000.0
Gurgaon,Manesar,950,2,4,10,16,3.5,2.2,10.6,0,Fully Furnished,Apartment,2742000.0
Gurgaon,Sector 29,1512,4,5,5,2,7.0,0.2,19.4,1,Fully Furnished,Builder Floor,16317000.0
Gurgaon,Sector 56-57,933,3,10,10,0,5.6,0.4,7.0,0,Semi-Furnished,Apartment,6613000.0
Gurgaon,Sohna Road,1483,3,16,40,2,2.3,23.2,3.9,1,Unfurnished,Apartment,4308000.0
Gurgaon,Sector 56-57,929,1,20,40,13,6.3,0.4,7.1,0,Semi-Furnished,Builder Floor,5801000.0
Gurgaon,Manesar,831,2,25,25,7,6.5,0.4,10.3,2,Fully Furnished,Apartment,4447000.0
Gurgaon,Golf Course Road,1780,4,40,40,5,8.8,6.2,4.7,0,Fully Furnished,Apartment,30304000.0
Gurgaon,New Gurgaon,1393,3,9,25,2,2.7,0.2,2.6,0,Fully Furnished,Apartment,11218000.0
Gurgaon,Sector 56-57,902,1,4,20,7,3.5,1.2,10.3,0,Unfurnished,Apartment,4457000.0
Gurgaon,Sector 56-57,1044,1,10,10,4,3.9,6.6,14.3,1,Fully Furnished,Villa,5421000.0
Gurgaon,Sohna Road,1298,2,8,20,1,3.0,1.2,6.1,0,Fully Furnished,Apartment,10620000.0
Gurgaon,New Gurgaon,1516,4,5,40,5,4.6,0.7,6.7,2,Semi-Furnished,Builder Floor,11517000.0
Gurgaon,Sector 29,1491,3,29,40,26,6.4,4.2,10.3,0,Unfurnished,Apartment,8235000.0
Gurgaon,New Gurgaon,1524,5,8,10,4,4.2,9.1,14.5,1,Unfurnished,Apartment,5574000.0
Gurgaon,Sohna Road,1750,5,28,40,7,3.5,1.6,1.1,0,Unfurnished,Apartment,13884000.0
Gurgaon,Sohna Road,1420,1,17,40,13,6.1,0.8,13.6,0,Semi-Furnished,Apartment,6817000.0
Gurgaon,Sector 56-57,1293,4,19,30,3,4.2,1.8,1.3,1,Unfurnished,Builder Floor,10527000.0
Gurgaon,Palam Vihar,1096,2,6,25,1,4.6,2.3,11.5,2,Semi-Furnished,Apartment,6132000.0
Gurgaon,Manesar,1004,3,29,30,20,1.8,0.5,10.3,1,Unfurnished,Apartment,2910000.0
Gurgaon,Golf Course Road,1626,3,1,40,7,7.6,1.3,8.8,3,Unfurnished,Apartment,20643000.0
Gurgaon,Sector 29,1454,3,2,25,2,6.1,1.2,9.8,1,Semi-Furnished,Apartment,14417000.0
Gurgaon,New Gurgaon,1141,2,17,30,3,6.6,1.5,8.8,1,Semi-Furnished,Builder Floor,8326000.0
Gurgaon,Sector 29,1022,3,2,40,6,8.6,0.7,12.5,0,Unfurnished,Apartment,7627000.0
Gurgaon,Sector 29,1487,3,11,25,14,5.5,0.6,7.1,0,Unfurnished,Apartment,13382000.0
Gurgaon,Sector 29,1371,3,4,5,9,8.2,2.6,13.9,0,Unfurnished,Apartment,12495000.0
Gurgaon,DLF Phase 1-3,2124,5,23,25,0,7.6,1.1,0.5,0,Unfurnished,Builder Floor,29564000.0
Gurgaon,Palam Vihar,953,2,24,40,3,3.9,5.6,8.5,0,Unfurnished,Apartment,4118000.0
Gurgaon,DLF Phase 1-3,2048,4,20,20,6,6.4,2.4,3.0,1,Semi-Furnished,Villa,37422000.0
Gurgaon,DLF Phase 1-3,1840,4,18,20,4,7.9,0.5,5.9,2,Unfurnished,Apartment,22225000.0
Gurgaon,DLF Phase 1-3,2178,4,8,15,0,7.6,0.5,5.0,1,Unfurnished,Apartment,26971000.0
Gurgaon,Sector 56-57,1173,3,13,20,2,4.2,2.3,5.1,0,Unfurnished,Apartment,6330000.0
Gurgaon,DLF Phase 1-3,1401,4,6,10,5,9.4,0.7,0.5,0,Semi-Furnished,Apartment,20266000.0
Gurgaon,Sector 56-57,1201,3,2,5,16,5.4,3.4,9.1,2,Semi-Furnished,Apartment,6512000.0
Gurgaon,Palam Vihar,955,2,0,5,5,8.0,2.7,9.3,1,Semi-Furnished,Builder Floor,5577000.0
Gurgaon,Sector 56-57,739,1,2,5,14,5.6,1.5,4.0,2,Semi-Furnished,Apartment,3405000.0
Gurgaon,Manesar,526,1,10,10,12,4.2,2.1,16.8,1,Fully Furnished,Apartment,1500000.0
Gurgaon,Sector 56-57,1332,3,24,25,3,4.4,1.7,0.5,1,Semi-Furnished,Apartment,8550000.0
Gurgaon,New Gurgaon,1702,5,3,5,12,4.0,1.8,7.9,0,Semi-Furnished,Apartment,9637000.0
Gurgaon,Sohna Road,1751,3,17,20,5,4.8,7.5,15.8,0,Semi-Furnished,Apartment,6662000.0
Gurgaon,Palam Vihar,1421,3,5,5,2,4.8,7.2,10.9,0,Semi-Furnished,Builder Floor,7364000.0
Gurgaon,Sector 29,1627,3,7,15,18,6.3,1.3,17.7,1,Fully Furnished,Villa,18079000.0
Gurgaon,Sohna Road,1579,3,10,10,1,6.3,15.5,5.8,2,Semi-Furnished,Builder Floor,7893000.0
Gurgaon,Sohna Road,1431,2,7,10,3,5.1,4.1,6.9,2,Semi-Furnished,Apartment,11065000.0
Gurgaon,Golf Course Road,1991,4,4,5,9,9.3,1.9,13.7,1,Fully Furnished,Builder Floor,26639000.0
Gurgaon,Sector 56-57,1342,3,0,10,3,3.7,8.5,4.1,1,Unfurnished,Builder Floor,7951000.0
Gurgaon,Golf Course Road,2191,5,21,30,2,7.0,0.2,3.8,1,Unfurnished,Apartment,34673000.0
Gurgaon,Sohna Road,1451,2,30,40,2,6.4,9.0,7.8,1,Fully Furnished,Apartment,11612000.0
Gurgaon,Palam Vihar,792,1,0,5,6,4.1,3.5,11.2,3,Fully Furnished,Apartment,3703000.0
Gurgaon,Sohna Road,1306,2,1,10,7,3.3,7.2,12.8,2,Fully Furnished,Villa,10580000.0
Gurgaon,Palam Vihar,897,2,21,25,0,2.3,0.2,8.9,3,Semi-Furnished,Villa,6152000.0
Gurgaon,Sector 56-57,914,2,4,10,6,4.7,2.9,8.5,0,Fully Furnished,Apartment,5867000.0
Gurgaon,Sector 56-57,1466,3,32,40,11,3.4,2.6,7.0,0,Unfurnished,Builder Floor,9409000.0
Gurgaon,Sector 29,2146,5,5,5,3,7.6,2.1,3.8,0,Fully Furnished,Apartment,24491000.0
Gurgaon,Sector 29,2083,5,3,10,13,8.5,0.2,12.9,2,Semi-Furnished,Apartment,19917000.0
Gurgaon,New Gurgaon,1296,3,9,20,1,7.3,5.0,7.1,0,Fully Furnished,Apartment,10315000.0
Gurgaon,Golf Course Road,1216,2,0,5,12,8.6,1.7,0.5,0,Unfurnished,Apartment,19434000.0
Gurgaon,Sohna Road,1323,2,0,5,0,7.9,1.7,14.4,1,Unfurnished,Apartment,9732000.0
Gurgaon,Golf Course Road,2336,5,23,25,2,6.6,0.3,6.4,2,Semi-Furnished,Apartment,35285000.0
Gurgaon,New Gurgaon,705,2,3,5,5,5.4,0.4,10.0,0,Semi-Furnished,Apartment,5120000.0
Gurgaon,Palam Vihar,846,2,4,25,2,1.5,0.4,14.9,2,Semi-Furnished,Apartment,3581000.0
Gurgaon,Sector 29,1141,4,25,30,10,6.1,0.3,8.7,0,Unfurnished,Apartment,11827000.0
Gurgaon,Sohna Road,1344,2,3,5,7,10.0,9.2,9.9,2,Unfurnished,Builder Floor,7503000.0
Gurgaon,Sector 56-57,1166,2,6,10,9,5.5,1.4,10.8,1,Fully Furnished,Apartment,4841000.0
Gurgaon,Sector 56-57,954,2,3,20,1,4.8,0.2,10.0,2,Semi-Furnished,Apartment,5578000.0
Gurgaon,Sohna Road,1412,2,2,5,8,6.4,0.3,8.4,2,Fully Furnished,Apartment,12225000.0
Gurgaon,Sector 56-57,716,2,2,25,13,3.2,0.3,11.8,1,Semi-Furnished,Apartment,2605000.0
Gurgaon,Sohna Road,1018,2,22,25,7,3.7,0.5,5.1,0,Semi-Furnished,Apartment,8892000.0
Gurgaon,DLF Phase 1-3,2274,5,10,10,9,10.0,1.0,0.5,2,Unfurnished,Apartment,31344000.0
Gurgaon,DLF Phase 1-3,1315,2,14,15,0,9.7,0.2,0.5,1,Semi-Furnished,Apartment,21422000.0
Gurgaon,Manesar,704,1,0,20,7,7.5,0.8,11.7,0,Unfurnished,Apartment,3215000.0
Gurgaon,DLF Phase 1-3,1990,5,13,30,2,8.6,2.9,3.5,2,Fully Furnished,Apartment,28278000.0
Gurgaon,New Gurgaon,1269,3,9,25,2,9.2,0.6,18.9,0,Unfurnished,Villa,11868000.0
Gurgaon,DLF Phase 1-3,1502,4,8,30,7,9.9,2.7,3.8,1,Semi-Furnished,Builder Floor,19664000.0
Gurgaon,Sector 29,1255,4,6,25,1,7.4,7.6,1.6,3,Unfurnished,Apartment,11967000.0
Gurgaon,Golf Course Road,2246,4,21,40,0,8.0,1.6,0.5,1,Unfurnished,Builder Floor,39137000.0
Gurgaon,Golf Course Road,1211,2,10,25,5,7.4,2.4,0.5,1,Semi-Furnished,Villa,20401000.0
Gurgaon,Sohna Road,1641,5,14,40,5,5.7,0.5,12.3,1,Unfurnished,Apartment,11539000.0
Gurgaon,New Gurgaon,1109,2,31,40,1,7.3,0.7,6.1,0,Fully Furnished,Builder Floor,10286000.0
Gurgaon,New Gurgaon,1210,2,11,25,0,6.2,1.6,14.1,2,Fully Furnished,Apartment,7167000.0
Gurgaon,Golf Course Road,1888,5,38,40,18,7.0,4.0,6.5,1,Fully Furnished,Apartment,26917000.0
Gurgaon,New Gurgaon,730,3,4,10,17,7.3,7.4,14.3,0,Unfurnished,Apartment,2283000.0
Gurgaon,Golf Course Road,2388,4,0,10,9,6.4,1.3,4.8,1,Semi-Furnished,Apartment,34747000.0
Gurgaon,Palam Vihar,570,1,13,15,15,3.5,2.9,3.3,0,Unfurnished,Apartment,2174000.0
Gurgaon,Golf Course Road,1307,3,11,15,0,7.6,1.3,9.6,1,Fully Furnished,Apartment,19852000.0
Gurgaon,New Gurgaon,1459,3,21,30,8,6.3,0.7,4.7,1,Fully Furnished,Apartment,9822000.0
Gurgaon,Sector 56-57,1251,3,14,25,4,4.9,1.0,8.9,0,Fully Furnished,Apartment,7663000.0
Gurgaon,Sohna Road,1572,4,3,20,2,5.6,10.4,3.3,0,Semi-Furnished,Apartment,10700000.0
Gurgaon,Manesar,1033,1,4,15,6,2.8,1.0,1.1,1,Semi-Furnished,Apartment,5043000.0
Gurgaon,Golf Course Road,1839,4,3,5,7,9.4,3.5,5.2,1,Fully Furnished,Apartment,28444000.0
Gurgaon,Sohna Road,1475,3,12,20,5,4.8,1.0,16.2,0,Semi-Furnished,Apartment,8904000.0
Gurgaon,DLF Phase 1-3,2294,5,1,10,2,8.8,1.6,0.5,2,Unfurnished,Apartment,29870000.0
Gurgaon,DLF Phase 1-3,1789,4,17,40,7,6.0,1.8,3.8,1,Semi-Furnished,Builder Floor,27919000.0
Gurgaon,Sector 56-57,780,1,21,30,2,6.8,8.0,10.9,1,Unfurnished,Apartment,2298000.0
Gurgaon,Palam Vihar,1230,3,5,5,10,3.8,5.4,17.1,1,Unfurnished,Builder Floor,3521000.0
Gurgaon,Sector 56-57,1032,3,24,25,8,5.2,0.9,7.2,0,Fully Furnished,Apartment,6477000.0
Gurgaon,Palam Vihar,875,1,5,5,4,4.2,1.1,10.7,1,Semi-Furnished,Builder Floor,5624000.0
Gurgaon,Golf Course Road,1888,4,2,25,1,8.1,0.2,5.6,1,Unfurnished,Apartment,29959000.0
Gurgaon,New Gurgaon,945,2,7,20,3,4.2,5.8,7.6,2,Semi-Furnished,Apartment,5221000.0
Gurgaon,DLF Phase 1-3,1589,4,24,40,1,7.8,4.8,7.2,0,Semi-Furnished,Apartment,17586000.0
Gurgaon,Sector 56-57,930,1,4,25,21,3.3,0.4,2.8,1,Semi-Furnished,Apartment,5751000.0
Gurgaon,New Gurgaon,1127,3,5,40,3,6.1,3.0,12.7,0,Semi-Furnished,Apartment,5012000.0
Gurgaon,Sector 56-57,709,2,22,40,6,5.8,15.2,7.9,2,Semi-Furnished,Apartment,2205000.0
Gurgaon,Sohna Road,1054,2,22,25,11,4.5,2.0,10.7,0,Semi-Furnished,Apartment,5025000.0
Gurgaon,Sector 29,1731,4,38,40,3,7.6,2.5,12.6,2,Semi-Furnished,Apartment,17719000.0
Gurgaon,Sector 29,1702,3,1,5,1,4.8,0.5,9.8,1,Unfurnished,Apartment,14753000.0
Gurgaon,Golf Course Road,2117,4,9,25,3,7.3,0.5,3.5,1,Unfurnished,Apartment,28773000.0
Gurgaon,New Gurgaon,1269,3,0,10,3,6.4,2.4,16.3,2,Unfurnished,Apartment,6139000.0
Gurgaon,Sector 29,1324,2,3,15,14,6.7,0.8,11.9,0,Semi-Furnished,Builder Floor,13198000.0
Gurgaon,Sector 56-57,1280,3,2,25,1,6.2,5.9,14.0,0,Fully Furnished,Apartment,5918000.0
Gurgaon,Sohna Road,1231,2,11,40,8,5.8,5.4,15.4,2,Fully Furnished,Apartment,7003000.0
Gurgaon,New Gurgaon,1379,3,11,40,10,5.5,3.5,11.7,0,Semi-Furnished,Apartment,9099000.0
Gurgaon,Sector 29,1758,5,7,15,7,4.2,12.5,11.0,2,Fully Furnished,Apartment,12193000.0
Gurgaon,Sector 56-57,1413,3,7,15,3,2.4,0.7,2.9,0,Unfurnished,Apartment,8832000.0
Gurgaon,DLF Phase 1-3,2012,5,15,30,17,7.7,1.0,9.1,3,Unfurnished,Apartment,24170000.0
Gurgaon,Palam Vihar,1202,3,10,20,19,2.2,0.4,10.4,1,Semi-Furnished,Apartment,5677000.0
Gurgaon,DLF Phase 1-3,2253,5,14,15,25,9.1,0.8,2.2,3,Fully Furnished,Builder Floor,29775000.0
Gurgaon,New Gurgaon,1152,3,11,15,0,5.4,7.1,14.6,2,Semi-Furnished,Apartment,6338000.0
Gurgaon,DLF Phase 1-3,2399,5,14,40,4,7.4,0.2,5.7,3,Unfurnished,Villa,38812000.0
Gurgaon,Sector 29,1828,5,19,20,13,7.1,22.0,8.4,1,Unfurnished,Builder Floor,15142000.0
Gurgaon,Sohna Road,701,1,5,20,15,5.9,8.3,13.2,1,Semi-Furnished,Apartment,2659000.0
Gurgaon,Sector 56-57,1043,1,5,5,12,2.2,2.3,2.2,0,Semi-Furnished,Builder Floor,7163000.0
Gurgaon,Palam Vihar,1341,2,4,5,6,4.7,2.2,9.3,0,Unfurnished,Apartment,5040000.0
Gurgaon,Manesar,1071,2,16,25,6,2.9,5.0,0.9,1,Unfurnished,Apartment,4391000.0
Gurgaon,Sector 29,1019,2,11,25,8,7.1,8.8,9.3,1,Semi-Furnished,Builder Floor,9707000.0
Gurgaon,New Gurgaon,1243,2,6,20,4,5.9,3.7,9.5,1,Semi-Furnished,Apartment,7577000.0
Gurgaon,Palam Vihar,1011,1,4,5,0,7.2,4.4,6.5,0,Fully Furnished,Villa,8757000.0
Gurgaon,Sohna Road,1626,4,9,30,6,8.4,3.7,12.8,1,Semi-Furnished,Apartment,10287000.0
Gurgaon,Sohna Road,1462,4,2,10,2,3.7,1.8,9.6,0,Unfurnished,Villa,13051000.0
Gurgaon,DLF Phase 1-3,1294,3,7,10,6,5.8,0.6,0.5,1,Fully Furnished,Villa,21267000.0
Gurgaon,Sector 29,1573,3,7,10,2,6.7,0.9,9.7,0,Unfurnished,Apartment,13211000.0
Gurgaon,Sector 29,1785,4,2,10,0,5.6,14.6,6.5,0,Semi-Furnished,Apartment,11226000.0
Gurgaon,Sector 56-57,1090,3,4,5,5,3.9,0.2,6.0,3,Fully Furnished,Builder Floor,7250000.0
Gurgaon,Sector 56-57,1461,5,0,15,22,4.4,0.5,10.9,1,Semi-Furnished,Apartment,6321000.0
Gurgaon,Golf Course Road,2071,5,19,20,8,7.6,1.6,0.5,0,Unfurnished,Villa,34050000.0
Gurgaon,Palam Vihar,1197,3,11,15,4,4.4,2.8,8.4,0,Fully Furnished,Builder Floor,9586000.0
Gurgaon,Sector 29,1878,4,11,15,1,7.4,2.8,7.2,0,Semi-Furnished,Apartment,21630000.0
Gurgaon,Golf Course Road,2504,5,2,5,11,9.7,3.4,2.1,0,Unfurnished,Apartment,32118000.0
Gurgaon,Palam Vihar,1330,3,18,25,9,1.7,1.5,11.3,1,Fully Furnished,Apartment,4910000.0
Gurgaon,New Gurgaon,1688,3,14,25,16,3.3,7.2,6.9,1,Fully Furnished,Apartment,6560000.0
Gurgaon,Palam Vihar,863,3,11,15,1,6.7,2.0,11.3,1,Semi-Furnished,Builder Floor,5469000.0
Gurgaon,Sector 29,1364,3,7,20,20,7.6,1.5,10.7,0,Fully Furnished,Apartment,10769000.0
Gurgaon,Sohna Road,1196,2,3,30,0,5.8,11.2,9.4,1,Semi-Furnished,Builder Floor,10114000.0
Gurgaon,Palam Vihar,585,2,17,40,21,3.6,2.3,17.5,1,Unfurnished,Builder Floor,2258000.0
Gurgaon,Sector 29,1612,4,0,10,13,7.5,1.2,12.1,1,Semi-Furnished,Apartment,15349000.0
Gurgaon,Sohna Road,1700,3,2,15,29,8.4,0.2,10.6,1,Fully Furnished,Apartment,9465000.0
Gurgaon,Palam Vihar,1347,2,1,5,6,2.2,7.4,5.5,1,Semi-Furnished,Apartment,4582000.0
Gurgaon,DLF Phase 1-3,1218,2,8,10,7,6.9,0.2,2.7,0,Semi-Furnished,Apartment,15242000.0
Gurgaon,Manesar,1020,2,7,10,7,2.8,1.1,4.5,2,Fully Furnished,Apartment,4253000.0
Gurgaon,Sector 56-57,1293,2,9,25,0,4.6,2.0,5.7,0,Semi-Furnished,Villa,15036000.0
Gurgaon,Sector 29,1656,5,16,40,3,7.6,13.2,7.9,0,Unfurnished,Apartment,10562000.0
Gurgaon,Sohna Road,1883,3,9,15,0,7.4,1.6,7.4,0,Semi-Furnished,Apartment,16756000.0
Gurgaon,New Gurgaon,1125,2,12,15,2,7.2,1.8,8.5,1,Unfurnished,Apartment,6379000.0
Gurgaon,Sector 56-57,1095,2,16,30,5,6.2,0.2,9.2,1,Semi-Furnished,Builder Floor,8757000.0
Gurgaon,Sector 29,1619,3,5,25,14,6.4,0.2,5.1,1,Unfurnished,Apartment,14600000.0
Gurgaon,Sector 29,1170,3,8,25,5,4.6,1.9,12.3,1,Unfurnished,Apartment,10729000.0
Gurgaon,Sector 56-57,1249,3,2,5,7,4.9,1.8,4.0,0,Fully Furnished,Apartment,7354000.0
Gurgaon,Manesar,991,1,17,25,1,2.1,4.3,8.7,2,Fully Furnished,Apartment,4827000.0
Gurgaon,DLF Phase 1-3,1963,4,7,20,4,6.5,1.0,5.3,1,Semi-Furnished,Builder Floor,28984000.0
Gurgaon,Palam Vihar,1042,2,3,5,1,2.0,3.0,9.1,0,Unfurnished,Builder Floor,6047000.0
Gurgaon,New Gurgaon,1163,3,17,40,0,6.8,1.0,14.0,2,Semi-Furnished,Builder Floor,8568000.0
Gurgaon,Sohna Road,1360,3,0,30,6,3.7,8.2,15.5,0,Unfurnished,Apartment,5473000.0
Gurgaon,Sohna Road,2078,5,2,15,10,5.3,0.2,12.3,2,Unfurnished,Apartment,11033000.0
Gurgaon,Sohna Road,1194,3,36,40,1,7.6,0.2,15.1,1,Fully Furnished,Builder Floor,12323000.0
Gurgaon,Palam Vihar,983,2,10,25,20,4.6,4.2,8.3,1,Unfurnished,Apartment,2801000.0
Gurgaon,DLF Phase 1-3,1858,4,0,5,4,7.4,0.2,3.5,1,Fully Furnished,Apartment,27101000.0
Gurgaon,Sector 29,1487,3,12,25,8,7.2,3.7,9.4,1,Semi-Furnished,Apartment,14574000.0
Gurgaon,Manesar,802,1,2,30,1,5.4,4.6,7.8,0,Semi-Furnished,Apartment,2701000.0
Gurgaon,Sohna Road,1534,3,2,5,0,6.2,2.5,8.5,0,Semi-Furnished,Apartment,12998000.0
Gurgaon,Sector 56-57,1404,4,8,25,4,6.0,5.2,20.9,0,Unfurnished,Villa,6551000.0
Gurgaon,Manesar,995,2,9,15,0,3.4,0.2,10.0,1,Semi-Furnished,Apartment,5122000.0
Gurgaon,Palam Vihar,1386,2,1,10,8,4.0,8.7,8.9,0,Fully Furnished,Apartment,5396000.0
Gurgaon,DLF Phase 1-3,1429,2,11,25,0,5.8,1.1,2.1,0,Semi-Furnished,Villa,21599000.0
Gurgaon,New Gurgaon,1312,3,2,10,5,5.3,0.2,7.5,0,Unfurnished,Apartment,8517000.0
Gurgaon,New Gurgaon,1300,4,0,25,17,4.0,2.6,12.3,0,Semi-Furnished,Apartment,5359000.0
Gurgaon,Golf Course Road,1769,5,4,20,14,7.4,0.2,6.8,2,Semi-Furnished,Apartment,26451000.0
Gurgaon,Palam Vihar,681,1,22,40,2,6.3,0.3,12.9,3,Unfurnished,Apartment,3367000.0
Gurgaon,New Gurgaon,1392,3,10,10,0,4.3,4.9,13.0,3,Semi-Furnished,Apartment,6913000.0
Gurgaon,Palam Vihar,1125,2,27,30,2,5.4,1.0,12.5,2,Unfurnished,Apartment,5980000.0
Gurgaon,Sector 56-57,1248,3,15,25,4,4.5,2.6,7.7,0,Semi-Furnished,Builder Floor,7537000.0
Gurgaon,New Gurgaon,1538,4,2,15,1,7.4,1.7,11.2,1,Semi-Furnished,Builder Floor,12391000.0
Gurgaon,Sector 29,1901,5,16,20,2,5.5,3.3,1.9,1,Semi-Furnished,Apartment,19351000.0
Gurgaon,Sector 29,1217,2,7,40,9,6.0,0.7,9.2,0,Fully Furnished,Apartment,11544000.0
Gurgaon,DLF Phase 1-3,1417,4,9,25,2,6.3,0.3,0.5,0,Unfurnished,Apartment,21747000.0
Gurgaon,Sector 29,1357,2,15,15,0,5.1,0.2,7.9,1,Semi-Furnished,Apartment,14885000.0
Gurgaon,New Gurgaon,1453,4,4,10,0,4.8,1.9,16.5,1,Unfurnished,Apartment,6273000.0
Gurgaon,Manesar,1039,1,5,5,7,7.4,1.2,11.6,1,Semi-Furnished,Villa,5630000.0
Gurgaon,Golf Course Road,2500,5,15,20,2,8.1,1.2,1.9,1,Semi-Furnished,Builder Floor,40389000.0
Gurgaon,DLF Phase 1-3,1989,4,19,25,5,9.0,4.1,10.1,0,Semi-Furnished,Villa,23500000.0
Gurgaon,DLF Phase 1-3,2289,5,2,5,15,10.0,1.0,7.9,0,Fully Furnished,Apartment,26924000.0
Gurgaon,Golf Course Road,2297,5,10,15,8,4.7,0.9,0.5,0,Fully Furnished,Builder Floor,37169000.0
Gurgaon,Sector 29,1397,3,31,40,15,8.3,3.3,11.8,0,Fully Furnished,Builder Floor,18052000.0
Gurgaon,Sohna Road,896,2,4,5,24,5.8,7.7,20.1,1,Unfurnished,Builder Floor,4994000.0
Gurgaon,Palam Vihar,829,2,4,20,3,2.7,9.3,13.1,1,Semi-Furnished,Apartment,2689000.0
Gurgaon,Sector 29,1472,4,5,5,6,6.8,2.4,13.1,1,Semi-Furnished,Apartment,12507000.0
Gurgaon,New Gurgaon,1366,4,6,15,2,8.8,7.7,7.5,0,Unfurnished,Apartment,6099000.0
Gurgaon,New Gurgaon,1335,3,5,15,2,6.1,1.6,13.1,3,Unfurnished,Builder Floor,8457000.0
Gurgaon,DLF Phase 1-3,2302,5,27,30,0,5.0,2.4,2.4,1,Semi-Furnished,Builder Floor,38922000.0
Gurgaon,New Gurgaon,1100,2,20,25,3,4.3,3.2,2.0,0,Unfurnished,Builder Floor,8150000.0
Gurgaon,Sector 56-57,1466,4,33,40,10,2.0,4.2,6.4,0,Semi-Furnished,Builder Floor,6506000.0
Gurgaon,Sector 29,1606,4,7,30,1,6.9,7.5,8.5,0,Unfurnished,Apartment,10711000.0
Gurgaon,New Gurgaon,1227,2,22,25,1,6.2,0.6,8.0,2,Unfurnished,Apartment,8151000.0
Gurgaon,New Gurgaon,1391,4,19,40,2,7.3,1.6,14.0,1,Fully Furnished,Apartment,10038000.0
Gurgaon,Manesar,867,2,5,5,2,1.7,1.4,7.6,1,Unfurnished,Apartment,3743000.0
Gurgaon,Sohna Road,1591,4,2,5,1,4.0,4.8,8.6,1,Semi-Furnished,Apartment,11156000.0
Gurgaon,Sector 29,1601,4,0,20,7,5.8,0.4,7.6,1,Unfurnished,Villa,15522000.0
Gurgaon,Sector 29,1307,2,3,5,8,3.3,2.2,11.8,1,Unfurnished,Apartment,11790000.0
Gurgaon,Sohna Road,1335,3,7,20,0,7.8,2.7,5.4,1,Unfurnished,Builder Floor,12359000.0
Gurgaon,Golf Course Road,1853,4,9,10,2,8.2,0.2,0.5,1,Fully Furnished,Apartment,29420000.0
Gurgaon,New Gurgaon,1208,3,19,30,12,6.4,1.1,14.5,1,Fully Furnished,Apartment,8002000.0
Gurgaon,Sohna Road,1560,2,13,20,8,5.8,1.6,3.5,2,Unfurnished,Apartment,12323000.0
Gurgaon,Sohna Road,2191,4,5,5,2,8.2,8.9,17.1,0,Unfurnished,Builder Floor,11170000.0
Gurgaon,Golf Course Road,2086,5,5,20,1,4.1,1.5,0.5,0,Semi-Furnished,Apartment,29265000.0
Gurgaon,Sector 29,1371,4,9,10,16,4.6,1.8,11.4,3,Fully Furnished,Apartment,10918000.0
Gurgaon,Sector 29,1620,4,2,10,1,5.2,1.0,14.7,2,Fully Furnished,Builder Floor,16580000.0
Gurgaon,Manesar,794,2,6,20,2,2.8,6.4,8.3,1,Fully Furnished,Builder Floor,3376000.0
Gurgaon,DLF Phase 1-3,1992,5,20,40,5,10.0,4.9,0.5,2,Semi-Furnished,Apartment,27773000.0
Gurgaon,Palam Vihar,735,2,1,20,0,5.9,5.1,2.5,1,Semi-Furnished,Apartment,4204000.0
Gurgaon,Sohna Road,1394,4,11,30,5,4.8,7.7,12.4,1,Fully Furnished,Apartment,7791000.0
Gurgaon,DLF Phase 1-3,1347,3,0,10,4,3.8,1.0,0.5,2,Semi-Furnished,Apartment,16722000.0
Gurgaon,Golf Course Road,2128,4,19,30,0,4.4,1.2,9.3,2,Unfurnished,Apartment,27276000.0
Gurgaon,Sohna Road,1488,3,12,40,5,9.0,0.2,6.3,0,Unfurnished,Apartment,11035000.0
